2026-04-06 15:01:34,021 | INFO | Loaded 1 devices from inventory.txt
2026-04-06 15:01:34,022 | INFO | NXKSOPHEW181: connecting
2026-04-06 15:01:34,544 | INFO | Connected (version 2.0, client OpenSSH_9.1)
2026-04-06 15:01:35,165 | INFO | Auth banner: b'\n UNAUTHORIZED ACCESS PROHIBITED\n******************************************************\nAccess to this system and associated network, computer\nresource, or data is restricted to those authorized by\nthe company. This system and related networks, resources\nor data may only be used for business purposes of the\ncompany and its customers. Use by unauthorized individuals\nor for an unauthorized purpose is a violation of Federal\nand/or State law. Violators will be prosecuted.\n*******************************************************\n\n\n========================================\n|       | 30  |           | 10 |       |\n|       | 31  |           | 11 |       |\n|       | 32  |           | 12 |       |\n|       | 33  |           | 13 |       |\n|       | 34  |           | 14 |       |\n|       | 35  |           | 15 |       |\n|       | 36  |           | 16 |       |\n|       | 37  |           | 17 |       |\n|       | 38  |           | 18X |       |\n|       | 39  |           | 19 |       |\n|       | 40  |           | 20 |       |\n|       | 41  |           | 21 |       |\n|              ====_ _=====            |\n|                                      |\n|             ____ ____                |\n==================-=====================\nTechCenter Rack 18\n'
2026-04-06 15:01:35,172 | INFO | Authentication (password) successful!
2026-04-06 15:01:36,639 | INFO | NXKSOPHEW181: user 'steven' not found, adding it
2026-04-06 15:01:36,932 | ERROR | NXKSOPHEW181: unexpected error: Failed to enter configuration mode.
2026-04-06 15:06:24,685 | INFO | Loaded 2 devices from inventory.txt
2026-04-06 15:06:24,685 | INFO | NXKSOPHEW181: connecting
2026-04-06 15:06:25,211 | INFO | Connected (version 2.0, client OpenSSH_9.1)
2026-04-06 15:06:25,872 | INFO | Auth banner: b'\n UNAUTHORIZED ACCESS PROHIBITED\n******************************************************\nAccess to this system and associated network, computer\nresource, or data is restricted to those authorized by\nthe company. This system and related networks, resources\nor data may only be used for business purposes of the\ncompany and its customers. Use by unauthorized individuals\nor for an unauthorized purpose is a violation of Federal\nand/or State law. Violators will be prosecuted.\n*******************************************************\n\n\n========================================\n|       | 30  |           | 10 |       |\n|       | 31  |           | 11 |       |\n|       | 32  |           | 12 |       |\n|       | 33  |           | 13 |       |\n|       | 34  |           | 14 |       |\n|       | 35  |           | 15 |       |\n|       | 36  |           | 16 |       |\n|       | 37  |           | 17 |       |\n|       | 38  |           | 18X |       |\n|       | 39  |           | 19 |       |\n|       | 40  |           | 20 |       |\n|       | 41  |           | 21 |       |\n|              ====_ _=====            |\n|                                      |\n|             ____ ____                |\n==================-=====================\nTechCenter Rack 18\n'
2026-04-06 15:06:25,872 | INFO | Authentication (password) successful!
2026-04-06 15:06:27,269 | INFO | NXKSOPHEW181: user 'steven' NOT found
2026-04-06 15:06:27,366 | INFO | NXKSOPHEW191: connecting
2026-04-06 15:06:27,978 | INFO | Connected (version 2.0, client OpenSSH_9.1)
